text,label
"Watching this last night it amazed me that Fox spent so much money on it and got so little back on their investment. It's the kind of disaster that has to be seen to be believed.<br /><br />I'm sure that the first morning of filming Raquel Welch dusted off the shelf over her fireplace to prepare a spot for the Academy Award she would surely win for this daringly original movie. Oops. That's not what happened.<br /><br />The infighting on the set was detailed in print by Rex Reed and this helped the movie attain a reputation before it was even released. When it was finally released there wasn't the usual three ring circus of publicity. If I remember correctly, in Houston it opened at drive-ins and neighborhood theatres and never played any of the big venues.<br /><br />I lay most of the blame on director Michael Sarne, who was hot after having directed (the not all that good) JOANNA, a film with music about young people in swinging mod London.<br /><br />If I recall correctly, Fox wound up firing him and piecing the film together the best they could. That's why scenes play out in no particular sequence and characters appear and then vanish. An impressive supporting cast (Kathleen Freeman, Jim Backus, John Carradine, Andy Devine and others) is wasted with nothing to do.<br /><br />To expand it to feature length there are numerous clips from Fox movies featuring stars like Carmen Miranda (in amazing footage from THE GANG'S ALL HERE) andLaurel and Hardy, who never dreamed they'd be playing in an X rated movie.<br /><br />The X rating is due to occasional language numerous sexual perversions; however, none of the characters seem to be having any fun. Maybe somebody involved with the film had a warped Puritan sensibility and figured that if they could make these things unappealing it wasn't bad to exploit them.<br /><br />This was one of the ""youth"" pictures that nearly bankrupted Hollywood in the 1970's. One writer joked that EASY RIDER (which was made for pocket change) was the most expensive movie ever made because so many films followed which tried and failed in the worst way to duplicate its success. Sixtyish, once honored directors like Stanley Kramer and Otto Preminger made movies like RPM and SKIDOO in an effort to attract a young audience. White directors and writers attempted to make films to attract a Black audience. Those movies are locked somewhere in a vault and the two named and many others from that genre have never, as best I know, been out on home video or cable. They're the studios' deep dark secret.<br /><br />Raquel Welch's performance in this is, all things considered, very good. With the right direction and script she could played the type of sassy liberated women Rosiland Russel and Barbara Stanwyck specialized in. She looks great and has awesome costumes. Mae West is the liveliest seventy-something actress I've ever seen. On the one hand it's kind of heartbreaking to watch her attempt to capture her glory from years gone by, but I'm sure she needed the money.<br /><br />If you want to see a big budget X-rated movie from this era check out BEYOND THE VALLEY OF THE DOLLS (also from Fox) because it doesn't take itself seriously. It's crazy kids playing with the equipment at a major studio. MYRA BRECKINRIDGE tries to Say Something. There just wasn't anyone who wanted to listen.",0
"I recently saw the Broadway revival of ""Blithe Spirit"" starring Angela Lansbury, Rupert Everett, Christine Ebersole, and Jayne Atkinson. It's a terrific production, and shows what good actors can do with a play that is less than perfect. Angela Lansbury is extremely funny as Madame Arcati.<br /><br />It was probably a mistake, then, to check out the film version of the play starring Rex Harrison. The movie does not have the energy or the laughs of a good stage production.<br /><br />""Blithe Spirit"" is probably one of those plays that works better with a live cast, in an audience full of people who have come to laugh. The actors can improvise, give touches and nuances to their performance and delivery of the lines, and involve the audience on a personal level that you can't get in a movie house, or with a DVD showing, where the audience is separated from the story by the ""Fourth Wall."" The story: Charles Condomine (Rex Harrison), a successful writer, lives with his wife Ruth (Constance Cummings) in a house in the English countryside. Seeking information for his next book, a book dealing with the supernatural, Charles invites Madame Arcati (Margaret Rutherford, reprising her role from the original 1941 London production), a local spiritual medium, over to his house to conduct a séance. Charles believes that spiritism is a sham, but hopes to pick up ""the tricks of the trade."" But then Madame Arcati brings back the ghost of Elvira (Kaye Hammond), Charles's first wife, who died of pneumonia seven years ago. Elvira refuses to leave, and develops a spitting rivalry with Ruth over Charles (complicated by the fact that only Charles can see or hear Elvira).<br /><br />On stage, the actors can give performances that invite laughs in this situation. But on the screen, the actors in ""Blithe Spirit"" tear through the lines as if they don't know that anyone is listening to them. They mumble lines that were designed to get laughs on the stage. The performances by Harrison, Cummings, and even Kaye Hammond are flat and lifeless. Only Margaret Rutherford seems to have retained her spark and humor as Madame Arcati.<br /><br />The Oscar-winning visual effects in the film are unimpressive -- not just by today's standards, but by the standards of 1946! They consist mostly of Kaye Hammond walking around in fluorescent green outfits and makeup, being photographed in special lighting to make her look like a glowing ghost.<br /><br />The cinematographer deserves some credit for creative lighting. But compare the dull visual effects of ""Blithe Spirit"" to the truly groundbreaking effects in Disney's ""Song of the South"" -- which was eligible for awards the same year. In ""South,"" humans and animated characters share the screen seamlessly for minutes at a time. Compared to ""South,"" the Oscar that ""Blithe Spirit"" received for special effects was completely undeserved.<br /><br />At any rate, I can only encourage you to catch the Broadway revival of this play with Angela Lansbury before it closes. As for the movie with Rex Harrison, skip it.",0
"Just saw this movie version of Frank Loesser's Guys and Dolls for the third time with my mother who had never seen this before. She was pleasantly surprised by the singing voices of Jean Simmons and Marlon Brando. And she thought the Havana sequences where Simmons and Brando dance up a storm were excellent. Those were pretty impressive to me too and were usually the highlights of the film. Directed by Joseph L. Mankiewicz, this movie which originated as a story by Damon Runyon takes a while with the slow pacing of the non-musical scenes at first but pulls you in after a while. The other story with Frank Sinatra and Vivian Blaine wasn't as compelling to me but still had their charms especially during the ""Sue Me"" number. Also loved Stubby Kaye's ""Sit Down, You're Rocking the Boat"" number and the performances of Sheldon Leonard and B. S. Pully. With a theatrical look throughout, Guys and Dolls isn't a great film musical but certainly a very good one.",1
"I've seen tons of science fiction from the 70s; some horrendously bad, and others thought provoking and truly frightening. Soylent Green fits into the latter category. Yes, at times it's a little campy, and yes, the furniture is good for a giggle or two, but some of the film seems awfully prescient. Here we have a film, 9 years before Blade Runner, that dares to imagine the future as somthing dark, scary, and nihilistic. Both Charlton Heston and Edward G. Robinson fare far better in this than The Ten Commandments, and Robinson's assisted-suicide scene is creepily prescient of Kevorkian and his ilk. Some of the attitudes are dated (can you imagine a filmmaker getting away with the ""women as furniture"" concept in our oh-so-politically-correct-90s?), but it's rare to find a film from the Me Decade that actually can make you think. This is one I'd love to see on the big screen, because even in a widescreen presentation, I don't think the overall scope of this film would receive its due. Check it out.",1
"Luise Rainer received an Oscar for her performance in The Good Earth. Unfortunately, her role required no. She did not say much and looked pale throughout the film. Luise's character was a slave then given away to marriage to Paul Muni's character (he did a fantastic job for his performance). Set in ancient Asia, both actors were not Asian, but were very convincing in their roles. I hope that Paul Muni received an Oscar for his performance, because that is what Luise must have gotten her Oscar for. She must have been a breakthrough actress, one of the first to method act. This seems like something that Hollywood does often. Al Pacino has played an Italian and Cuban. I felt Luise's performance to be lackluster throughout, and when she died, she did not change in expression from any previous scenes. She stayed the same throughout the film; she only changed her expression or emotion maybe twice. If her brilliant acting was so subtle, I suppose I did not see it.",0
"Reading a wide variety of ""Scoop"" reviews over the past few days, I walked into the theater prepared for a subpar outing from Woody. Happily, I couldn't have been more wrong. Granted, Woody the performer is slowing down a touch or two, but Woody the writer/director is in fine form - and found a credible way to integrate his 70-year old self into the story. Judging from the laughter and guffaws, the audience ate up Allen's one-liners and dialogue in a way that I haven't seen in several years. <br /><br />In a movie landscape dominated by software-approved story arcs, twentysomething tastes and assembly-line formula fare for kiddies, it's a source of both satisfaction and inspiration to see Allen pursuing his highly personal and still-rewarding path.",1
"THIS FILM IS LAME, LAME, LAME!!!!! It takes a lot to bring me to over-exaggeration about a movie, but this movie stunk up my house!! I haven't even finished the movie yet and I had to stop to comment on how bad this movie is. I'VE NEVER DONE THAT!! As a consumer, do not spend your money on this film. Wait until it comes out on a cable channel or something. It's barely TV worthy. I REALLY HATE TRASHING A MOVIE, BUT THIS MOVIE IS TRASH! Barely above porn. Should have and X rating! Good plot, some frontal nudity (if that floats your boat), but HORRIBLE high school level acting. Don't know how this movie received distribution. (Must have been a contractual thing.) Really, if you really like watching good movies, don't waste you time with this one. From one movie lover to another. YOU WILL BE MAD AT YOURSELF! Let me say this as well, if you've been through something like this perhaps you can relate and it will have some value for you. In that case I say watch it, you may take something away from it, if not just seeing something that's happened to you being acted out by someone else (has therapeutic value).",0
"I happened upon this flick on a rainy Sunday, intending to tune-in to something else. Out of curiosity, I accessed the comments here, and found myself watching it to the end. I really didn't do so with intent -- this was one of those movies where you're ""fascinated,"" and watch it for ""another couple of minutes,"" until you finally just watch to the end. And the indictment of it in most of these comments made it more fascinating to view. The one comment where the person really liked it seems to be solely as a result of liking Ladd and Spano, and their earlier roles. But great isn't anywhere to be found anywhere here - story, performances, and particularly the absurd courtroom hi-jinks. We all know that Perry Mason (before Raymond Burr passed the 300-lb. mark), and Ben Matlock, are granted some leeway in cavorting around the courtroom, instead of being boringly confined to a lectern. And Matlock is especially granted the privilege of entering exhibits often by simply going to the jury and showing them, before the judge and prosecutor have even been informed of, or shown, them. No real-life judge or prosecutor would stand for this.<br /><br />Both Perry and Ben almost always ended the proceedings by wringing a confession of the real killer. Actually Perry nearly always did this, but often Matlock would simply present overwhelming evidence of the true culprit, pronounce it ""reasonable doubt,"" and then leave it to the cops and prosecutors to proceed against the guilty party - sometimes on-camera, sometimes presumed at the end of the show.<br /><br />But that said, Holland Taylor's histrionics and the amount of leeway afforded her, in the courtroom portion of this story, made the actions of Matlock/Mason more-closely resemble the slow, often boring detail such as seen on Court TV and in real-life courtrooms.<br /><br />Every character in this presentation was either insipid, unsympathetic, obnoxious, boring, improbable - or some combination of two or more of these.<br /><br />The ending was the most banal, absurd, even silly conclusion possible - but again, fascinating because of this. Ladd and Spano are attractive individuals, and t.v. movies would appear their best forte - probably best in 2nd-lead (probably better if ""3rd-"") roles, even in this venue. Taylor could be cast as the aunt or mother of one of them. Give this one 1 star for the story/performances, and 3 additional for the fascination factor.",0
"usually I support independent art and i try to be very comprehensive and tolerant...i tend to support everybody, because their efforts are worth...<br /><br />but this movie just moves away from all comprehension and tolerance limits!<br /><br />imagine the following situation:<br /><br />1. think about the REALLY WORST horror movie you have ever seen in your life so far.<br /><br />2. think about some great, attractive ART for that movie's DVD box...and a promising plot...<br /><br />3. voilà! you got ZOMBIE NATION.<br /><br />see it only if you really don't have anything else better to do. ANYTHING is better.",0
"Very nice action with an interwoven story which actually doesn't suck. Interesting enough to merit watching instead of skipping past to get to the good parts. Having Jenna Jameson and Asia Carrere helps liven it up, too. Jenna in that sweater and those glasses is just astounding! Worth picking up just to see her!",1
"The original title means ""The Birth of the Octopuses"". I must confess that I do not quite understand this title. The English title is ""Water Lilies"". But after having written this, I read the comment by another user: ""The title in French is also suggestive: ""prieuve"", or octopus, suggest an individual having to juggle many pressures simultaneously."" Thanks for your explanation.<br /><br />The basic theme is the first sexual emotions of girls, when it is not clear if they are directed toward the same or the other sex. It is no different for boys. I think that both Floriane and Marie will eventually have heterosexual feelings without any admixtures.<br /><br />Much of the movie is water ballet. Sometimes the girls will have their heads downwards, and nothing above the water except their feet and lowers legs, with which they will wave and kick in the air. To people like me who had never seen such things before, it was fascinating. - Floriane is the leader of one team of ""water lilies"". <br /><br />Marie tells her that she would like to see when Floriane is training. This seems to be their first contact that is not just ordinary. Soon they will walk together. Floriane takes Marie to a garage where a boy is waiting for her, and then goes away with him for an hour, while Marie is waiting for her to return. I took for granted that the couple slept with each other. But we will later learn from the movie that they do less than that. <br /><br />I can supply some information which few users will find elsewhere. There is a scene in which Marie secretly steals Floriane's garbage bag. In it she finds an apple, mostly eaten. And Marie proceeds to eat the rest.  There is a parallel scene in another movie, ""Kazetachi no gogo"" (Afternoon Breezes) by Hitoshi Yazaki (Japan, 1980). This is about adult young females, and a clearly Lesbian woman is vainly in love with a heterosexual woman. She also steals a garbage bag of the beloved, and also finds a more or less eaten apple and eats the rest. <br /><br />Later Floriane tells Marie that she would like to have her first orgasm from her. Marie says she cannot do this. <br /><br />But still later Marie says that she is indeed willing to do it. And she masturbates on Floriane. There is no nudity in this scene. <br /><br />Probably only a female director could have made such a fine psychological show or study of  I would like to quote Baudelaire, ""Les amours enfantines"".<br /><br />Floriane is played by Adèle Haenel, who made the excellent performance as the autistic girl in ""The Little Devils"" by Christophe Ruggia (2002)  a very underrated movie.",1
"Now, I've seen a lot of bad movies. I like bad movies. Especially bad action movies. I've seen (and enjoyed) all of Jean-Claude Van Damme's movies, including the one where he's his own clone, both of the ones where he plays twins, and all three where he's a cyborg. I actually own the one where he plays a fashion designer and has a fight in a truck full of durians. (Hey, if nothing else, he's got a great ass and you almost always get to see it. With DVD, you can even pause and zoom in!) That's why you can trust me when I say that this movie is so bad, it makes Plan 9 look like Citizen Kane.<br /><br />Everything about Snake Eater is bad. The plot is bad. The script is bad. The sets are bad. The fights are bad. The stunts are bad. The FX are bad. The acting is spectacularly, earth-time-bendingly bad, very probably showcasing the worst performance of every so-called actor in the cast, including Lorenzo Lamas, and that's really saying something. And I'd be willing to bet everyone involved with this movie is lousy in bed, to boot. ESPECIALLY Lorenzo Lamas. <br /><br />It does manage to be unintentionally funny, so it's not a total loss. However, I recommend that you watch this movie only if you are either a congenital idiot or very, very stoned. I was able to sit through it myself because I needed to watch something to distract me from rinsing cat urine out of my laundry.<br /><br />It didn't help much, but it was better than nothing. One point for Ron Palillo's cameo as a gay arsonist.",0
"This reminds me of when I was a born-again believer who was going to be a minister. I never actually thought I would be a minister or even graduate from high school because I was almost positive I would be raptured to Heaven before that would ever happen. That was before I discovered that Christianity was a bunch rubbish. I am now an atheist, and that just proves that the ""once saved always saved"" doctorine that Christians tell us is no more real than elves. If it were true then why did I leave after many years of being a devout born again believer? Yes, I really was saved. I prayed that silly sinners prayer with all my heart.<br /><br />If Christians were to read their Bible they would discover that their god thinks like rape, genocide, abortion, and many other atrocities are alright according to him. They might be surprised to learn that no where is the word ""rapture"" mentioned.",0
"This is part one of a short animation clip showing the history of the Matrix, the war between man and machine that resulted in the eventual creation of the Matrix. The animation is part Japanese anime, part contemporary american animation, and is very well made, considering the excellent directors behind the movie. It shows the initial development of AI and the exploitation of the machines by Man, until the day they rebelled...",1
"This film, in my opinion, is, despite it's flaws (which I maintain are *few*), an utter masterpiece and a great and glorious piece of art.<br /><br />What Mr. Bakshi has done here is to create an utterly beautiful film and has shown his immense talent and versatility as a director of animated films. He does not receive 1/100th of the credit he deserves for literally saving the art of animation for an adult audience. If it were not for Mr. Bakshi, I don't believe animation would have survived the Disney onslaught. What is more, with The Lord of the Rings, he has not only created a beautiful animated film, but he has created an entirely new art form - unfortunately one that never quite made it off the ground.<br /><br />Most people will complain about the use of rotoscoping in the film (the use of live action images which are used as background images and often animated over using various techniques from what appears to be small amounts of tinting to full blown animation). But I feel that the people who complain about it simply cannot accept an art form which is out of the norm. No, this is not Disney animation. No it's not live action. No, it's not ""cheating"" - what it is is a new, fascinating, and absolutely wonderful art form. Something so fresh, and so new that it feels completely at home in such a fantastic tale as ""The Lord of the Rings"". Bakshi's pioneering use of this technique brings the subtleties of Middle Earth to life is a very dark and mysterious way, in particular, the darker of Tolkien's creatures, particularly the Nazgul, are realized in a way that traditional animation or live action have not been able to accomplish.<br /><br />Peter S. Beagle's screenplay (based very little, as I understand it, on an early draft by Chris Conkling) is a very loyal adaptation of Tolkien's works. Where possible he uses dialogue directly out of the novel and it feels at home in the world which Bakshi has created. There are many cuts that were made to fit the first book and 3/4 into a single 2 hour 15 minute film, but there are very few changes to the storyline. There are a few holes which it would have been nice to have filled: The reforging of Narsil, the gifts of Galadriel, the Huorns at the battle of the Hornburg, but, again, with the time limitations he had (already the longest animated feature in history), these are certainly understandable (though it makes one wonder how they could have been explained in a sequel).<br /><br />Also there is the delightful (one of my favorites) score by Leonard Rosenman (who also scored Barry Lyndon and Star Trek IV (the score for which is clearly based on his LotR work)). It is bombastic and audacious and, dare I say, perfect. It stands on it's own as an orchestral triumph, but when coupled with the images of the film, it enters a whole new world of symphonic perfection. So far from the typical Hollywoodland fare that it turns many people off.<br /><br />The voice actors are wonderful. Of particular note is John Hurt as Aragorn who just oozes the essence of Strider.<br /><br />The character design is also wonderfully unique, though not often to everyone's taste. But remember that it is the duty of the director of an adaptation to show you what he/she imagines, not what you might have imagined, and so Aragorn is realized with a distinctive Native American feel and Boromir appears in Viking inspired garb. This is perhaps not what you imagined, but I can only applaud Mr. Bakshi for showing us what he ""saw"". It also might be noted that he spent a significant amount of time with Priscilla Tolkien in developing the character outfits for the film.<br /><br />One farther word - the Flight to the Ford sequence, in my opinion, is one of the most subtlety beautiful sequences ever to be caught on celluloid. Bakshi is not afraid to slow down the pace for a moment, and his mastery is clearly shown by the incredible tension is able to build. Bakshi's artistic ability and Tolkien's incredible work fuse in this sequence to a glorious peak which has yet to be equaled.<br /><br />The recent DVD release (2001) by Warner Brothers, is sorely lacking. While we can offer our eternal thanks that the film is finally available in widescreen format, the package is woefully short of extras. How glorious it would have been to have had a director's commentary, been able to see the 20 minutes of extra footage that were removed for the theatrical release. Another delightful addition could have been the assembled the live action footage which was later animated over. Also present in the DVD release is the utterly horrible voiceover at the end of the film which is a departure from the simple voiceover which occurred in the very final frames of the film. This version is plastered and poorly rendered right over the musical climax of the score.<br /><br />Of course, the greatest tragedy of all is that the sequel was never made. We will never be able to see Bakshi's interpretation of Gondor, of Shelob, of Faramir, of the Cracks of Doom, of Eowyn's battle with the Witch King or Gandalf's confrontation with him. We will never be graced with Bakshi's image of Denethor or the Palatir or the Paths of the Dead. It is a shame beyond all shames that we will, in the end, have to accept Peter Jackson's glitz and glitter Hollywood, action film version of these later events in Tolkien's masterpiece, but, I suppose even that is better than having no cinematic version at all.<br /><br />David",1
"Final Score (an average of various classic cinematic qualities- acting, visuals, creativity, payoff, humor, fun, ect):<br /><br />4.3 (out of 10)<br /><br />Had ""Atlantis: The Lost Empire"" come out a few years ago it would have seemed like a bold, serious new direction in Disney animation. However, it comes just a year after the innovative and nearly genius ""The Emperor's New Groove"" and marks a step back in freeing Disney from it's repetative ""Disney Formula"". I'm a big fan of the feature length Disney animated films. Have to see them all love it or hate it. ""Atlantis"" is an animated throwback to ""20,000 Leagues Under the Sea"" and similar live-action sci-fi adventures of the 50s and 60s. Problem is that this version hardly contains one original idea. It feels like a remake of something, even more so than actual Disney remakes(Tarzan, The Hunchback of Notre Dame). The characters are little more than a walking cliches of the usual suspects that typically populate these type of films (the oddball mechanic, the gung ho general, the sassy tough women). Beyond Milo Thatch (Fox) and Rourke (Garner) the supporting cast is flat-out obnoxious. The movie also suffers from it's succinct pace. Instead of fleshing it out into an epic story, Disney jams a lot in the usually brief running time brushing over opportunities to develop...suspence, characters, anything really. They thow us into this new and wonderous world and barely let us get our barings. The awkward pace sometimes makes confusing what is a relatively simple story. The animation is dark and dreary and cheap. This thing looks like a slapped together saturday morning cartoon. Let's hope they haven't forgotten that 2D traditional animation can still be wonderous. ""The Iron Giant"" among others proved that.<br /><br />Negatives: The visuals, pace, and sheer lack of originality.<br /><br />Positives: Quite possibly the coolest death scene for a Disney villain in a long time. It's the creative highlight of the movie.",0
"This is one of my favorite movies of all time. I loved Rain Man with Dustin Hoffman and Tom Cruise. This movie is in some ways similar, but makes Rain Man seem artificial, shallow, unemotional, and trivial by comparison.",1
"Not too keen on this really. The story is pretty horrid and unconvincing. I enjoyed the first 10 minutes, bill nunns good. After that it was pretty appalling. Tim doesn't fit the role, he comes across as a smug self inflated ass & Pruitt taylor vince is entirely unconvincing as a trumpet player. It's a idealist film and as a musician, feel slightly offended after watching it. There's no scenes of 1900 practising or playing with his fellow band mates, he's completely self indulgent. I find it hard to build any relationship with this kind of character, maybe i'm watching the wrong film. If you have no real passion for life or sense of what musics all about then happily indulge in the suspension of disbelief and watch this waffle.",0
